class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label,split
RangeInput,0,0.0,4,0.0,0.0,0,0,0,Clean,train
URLInput,0,0.0,4,0.0,0.0,0,0,0,Clean,train
EmailInput,0,0.0,5,0.0,0.0,0,0,0,Clean,test
SearchInput,0,0.0,5,0.0,0.0,0,0,0,Clean,train
TelInput,0,0.0,5,0.0,0.0,0,0,0,Clean,train
SearchField,0,0.0,4,0.0,0.0,0,0,0,Clean,train
DateField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
URLField,0,0.0,5,0.0,0.0,0,0,0,Clean,test
EmailField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
TelField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
IntegerField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
DecimalField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
IntegerRangeField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
DecimalRangeField,0,0.0,5,0.0,0.0,0,0,0,Clean,train
Migration,0,0.0,11,0.0,0.0,0,0,0,Clean,train
bark,0,0.0,2,0.0,0.0,0,1,0,Clean,test
Pound,2,0.0,6,4.0,1.0,0,0,2,Clean,train
Dog,1,1.0,6,1.0,1.0,0,0,1,Clean,train
Bob,0,0.0,4,0.0,0.0,1,1,0,Clean,train
Fred,0,0.0,4,0.0,0.0,1,1,0,Clean,train
increment,0,0.0,3,1.0,1.0,0,1,0,Clean,test
NodeClient,1,1.0,24,10.0,2.5,0,0,1,Feature Envy,train
DeleteFlavor,0,1.0,18,3.6666666666666665,1.0,0,0,0,Clean,train
CreateFlavor,0,0.0,5,0.0,0.0,0,0,0,Clean,train
UpdateFlavor,0,0.0,5,0.0,0.0,0,0,0,Clean,train
UpdateMetadata,0,0.0,5,0.0,0.0,0,0,0,Clean,train
ModifyAccess,0,0.0,11,4.0,1.0,0,0,0,Clean,train
FlavorFilterAction,0,0.0,8,7.0,1.0,0,0,0,Clean,train
FlavorsTable,0,0.0,34,0.0,0.0,0,0,0,Clean,train
RouterRulesTable,0,0.0,9,0.0,0.0,0,0,0,Clean,train
Users,0,0.0,4,0.0,0.0,0,0,0,Clean,train
OverviewTab,0,0.0,6,1.0,1.0,0,0,0,Clean,train
VolumeDetailTabs,0,0.0,2,0.0,0.0,0,0,0,Clean,train
NetworkProfileTab,0,0.0,6,1.0,1.0,0,0,0,Clean,test
PolicyProfileTab,0,0.0,4,0.0,0.0,0,0,0,Clean,test
IndexTabs,0,0.0,2,0.0,0.0,0,0,0,Clean,test
ParsingError,0,0.0,1,0.0,0.0,0,1,0,Clean,test
Parser,1,0.9,50,6.6,1.4,0,0,3,Clean,train
BLTParser,0,0.9047619047619048,77,8.714285714285714,2.0,1,1,0,Clean,train
Migration,0,1.0,79,2.0,1.0,0,0,0,Clean,test
AdminAuthenticationForm,0,0.0,20,12.0,6.0,0,0,0,Clean,test
IncorrectLookupParameters,0,0.0,1,0.0,0.0,0,0,0,Clean,train
RenameBaseModelAdminMethods,0,0.0,3,0.0,0.0,0,0,0,Clean,train
BaseModelAdmin,0,0.8676470588235294,316,15.470588235294118,4.117647058823529,0,2,2,God Class,train
ModelAdmin,0,0.8107822410147991,1173,23.636363636363637,4.454545454545454,1,1,14,God Class,test
InlineModelAdmin,0,0.8222222222222222,164,12.4,3.6,1,2,8,Long Method,train
StackedInline,0,0.0,1,0.0,0.0,2,0,0,Clean,test
TabularInline,0,0.0,1,0.0,0.0,2,0,0,Clean,test
BaseValidator,0,1.0,184,11.214285714285714,4.714285714285714,0,1,0,God Class,train
ModelAdminValidator,0,1.0,170,11.153846153846153,4.230769230769231,1,0,1,God Class,train
InlineValidator,0,1.0,21,3.5,2.0,1,0,0,Clean,train
BadHeaderError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
MIMEMixin,0,0.0,30,13.0,3.0,0,0,0,Clean,train
SafeMIMEText,0,0.0,23,9.5,2.0,1,3,4,Clean,train
SafeMIMEMultipart,0,0.0,8,2.0,1.0,1,3,4,Clean,train
EmailMessage,2,0.8181818181818182,157,11.727272727272727,3.4545454545454546,0,3,3,God Class,train
EmailMultiAlternatives,1,0.5,40,6.5,2.25,1,3,7,Clean,train
Command,0,1.0,225,40.8,11.0,0,0,0,Feature Envy,train
RawQuery,0,0.47619047619047616,53,5.142857142857143,1.4285714285714286,0,1,1,Clean,test
Query,0,0.8692899140660335,1801,24.611940298507463,4.776119402985074,0,1,2,God Class,train
DjangoOpenIDStore,0,1.0,91,11.142857142857142,2.7142857142857144,0,0,0,Feature Envy,test
Lock,0,0.6838235294117647,233,10.764705882352942,2.3529411764705883,0,1,4,God Class,test
Semaphore,1,0.4725274725274725,253,13.928571428571429,2.5714285714285716,0,1,5,Clean,train
BaseCursor,0,0.803921568627451,291,12.277777777777779,3.1666666666666665,0,2,6,God Class,train
CursorStoreResultMixIn,0,0.4642857142857143,68,5.875,2.125,0,3,5,Clean,train
CursorUseResultMixIn,0,0.8,47,4.5,1.6666666666666667,0,2,5,Clean,train
CursorTupleRowsMixIn,0,0.0,5,0.0,0.0,0,0,0,Clean,train
CursorDictRowsMixIn,0,1.0,29,6.0,1.0,0,0,6,Clean,train
CursorOldDictRowsMixIn,0,0.0,6,0.0,0.0,1,0,0,Clean,train
Cursor,0,0.0,4,0.0,0.0,1,0,0,Clean,train
DictCursor,0,0.0,4,0.0,0.0,1,0,0,Clean,train
SSCursor,0,0.0,4,0.0,0.0,1,0,0,Clean,train
SSDictCursor,0,0.0,4,0.0,0.0,1,0,0,Clean,train
Drawing,0,0.03571428571428571,86,9.0,2.6666666666666665,0,0,0,Clean,train
EmbeddedWAVAudioFile,0,0.0,7,3.0,1.0,0,0,0,Clean,train
Hyperlink,0,0.0,31,19.0,1.0,0,0,0,Data Class,train
Font,0,0.0,19,9.0,1.0,0,0,0,Clean,train
CharacterProperties,0,0.0,141,82.0,1.0,0,0,0,Long Method,train
TabStop,0,0.0,10,5.0,1.0,0,0,0,Clean,test
TabStopList,0,0.0,7,3.0,1.0,0,0,0,Clean,test
Spacing,0,0.0,12,5.0,1.0,0,0,0,Clean,train
AutonumberBullet,0,0.0,21,5.0,1.0,0,0,0,Clean,test
ParagraphProperties,0,0.0,100,57.0,1.0,0,0,0,Data Class,train
ListStyle,0,0.0,42,22.0,1.0,0,0,0,Data Class,train
RegularTextRun,0,0.0,17,5.0,1.0,0,1,0,Clean,train
LineBreak,0,0.0,9,3.0,1.0,0,0,0,Clean,train
TextField,0,0.0,21,11.0,1.0,0,0,0,Clean,train
Paragraph,1,0.0,29,13.0,2.0,0,0,1,Clean,train
GeomGuide,0,0.0,10,5.0,1.0,0,0,0,Clean,train
GeomGuideList,0,0.0,7,3.0,1.0,0,0,0,Clean,train
PresetTextShape,0,0.0,22,5.0,1.0,0,0,0,Clean,train
TextNormalAutofit,0,0.0,10,5.0,1.0,0,0,0,Clean,test
RichTextProperties,0,0.0,87,52.0,1.0,0,0,0,Data Class,train
WorkSheetParser,0,0.21568627450980393,263,11.61111111111111,3.3333333333333335,0,0,0,Long Method,train
WSGIWarning,0,0.0,3,0.0,0.0,0,0,0,Clean,train
InputWrapper,0,0.6,32,3.3333333333333335,1.5,0,1,0,Clean,train
ErrorWrapper,0,0.7,17,1.4,1.2,0,1,0,Clean,train
WriteWrapper,0,1.0,7,1.5,1.0,0,0,0,Clean,train
PartialIteratorWrapper,1,0.0,7,1.5,1.0,0,0,1,Clean,train
IteratorWrapper,0,0.4,33,4.2,1.6,0,1,3,Clean,train
HeaderDict,0,1.0,76,2.5,1.5833333333333333,0,0,0,Clean,train
DiscoveryResponse,0,0.0,9,0.0,0.0,0,0,0,Clean,train
IllegalChild,0,0.0,1,0.0,0.0,0,2,0,Clean,train
IllegalText,0,0.0,1,0.0,0.0,0,1,0,Clean,train
Node,1,0.19444444444444445,98,8.444444444444445,3.0,0,1,3,Clean,train
Childless,0,0.7142857142857143,37,2.142857142857143,1.0,0,2,0,Clean,train
Text,0,0.0,16,1.5,1.25,1,1,0,Clean,test
CDATASection,0,0.0,9,6.0,2.0,2,1,0,Clean,train
Element,4,0.6578947368421053,242,9.3,3.5,1,0,8,Long Method,test
LifoQueue,0,0.0,19,1.25,1.0,0,1,0,Clean,train
ConnectionConfig,0,0.0,64,30.0,1.0,0,0,0,Data Class,train
ConnectionPooler,1,0.0,95,24.666666666666668,3.6666666666666665,0,1,1,Clean,train
PooledClient,0,0.0,74,16.0,3.25,0,0,3,Clean,train
SuperClient,0,0.0,76,21.666666666666668,5.666666666666667,0,1,0,Long Method,train
Migration,0,1.0,7,1.0,1.0,0,0,0,Clean,train
Action,1,1.0,20,1.8,1.4,0,11,10,Clean,train
ControlFlowAction,0,1.0,46,9.5,4.0,1,8,8,Clean,train
WorkflowAction,0,0.8333333333333334,69,10.5,5.75,1,8,8,Clean,train
CoordinatorAction,0,0.0,42,21.0,5.0,1,8,8,Clean,train
BundleAction,0,1.0,59,14.5,2.5,1,8,8,Clean,train
Job,0,0.6857142857142857,101,4.266666666666667,1.8,0,11,10,Clean,test
Workflow,0,1.0,68,7.0,3.6,1,8,9,Clean,train
Coordinator,0,0.8666666666666667,108,10.5,3.1666666666666665,1,8,9,Clean,test
Bundle,0,0.6666666666666666,54,5.0,1.5,1,8,11,Clean,train
JobList,0,0.0,20,9.0,1.0,0,3,0,Clean,test
WorkflowList,0,0.0,2,1.0,1.0,1,2,5,Clean,train
CoordinatorList,0,0.0,2,1.0,1.0,1,2,5,Clean,train
BundleList,0,0.0,2,1.0,1.0,1,2,5,Clean,train
IBlockDeviceAPITestsMixin,0,0.20161290322580644,584,16.125,1.0625,0,0,0,Clean,test
FakeCloudAPI,0,0.6666666666666666,16,2.6666666666666665,1.0,0,0,0,Clean,train
IProfiledBlockDeviceAPITestsMixin,0,0.0,22,8.0,1.5,0,0,0,Clean,train
InvalidConfig,0,0.0,4,0.0,0.0,0,0,0,Clean,train
ChartBlock,0,0.0,12,1.0,1.0,0,0,0,Clean,test
Profiler,0,0.7555555555555555,145,11.8,3.1,0,0,0,Clean,train
Migration,0,1.0,97,17.5,1.0,0,0,0,Clean,test
GoogleBot,0,1.0,19,4.666666666666667,1.6666666666666667,0,0,0,Clean,train
DataSet,1,0.7941176470588235,115,4.764705882352941,1.7058823529411764,0,1,8,Clean,test
Table,0,0.6789473684210526,117,3.8,1.75,0,4,3,Clean,train
Exporter,0,1.0,5,1.0,1.0,0,1,0,Clean,train
JSONExporter,0,1.0,14,5.0,2.0,1,1,0,Clean,train
CSVExporter,0,0.0,6,5.0,4.0,1,1,0,Clean,train
Importer,0,1.0,10,3.5,1.0,0,2,1,Clean,train
JSONImporter,0,0.0,19,18.0,6.0,1,1,3,Clean,train
CSVImporter,0,0.0,34,33.0,10.0,1,2,1,Clean,train
APIProxyStub,0,0.6666666666666666,49,12.0,1.3333333333333333,0,0,0,Clean,test
URLFetchServiceStub,0,1.0,211,50.5,10.0,0,0,0,Feature Envy,train
ModelManager,0,0.0,8,1.5,1.0,0,1,0,Clean,test
ModelOptions,0,0.6666666666666666,24,2.6666666666666665,1.0,0,1,0,Clean,train
Relation,0,0.0,2,1.0,1.0,0,1,0,Clean,train
PropertiedClassWithDjango,2,1.0,56,19.5,2.5,0,0,5,Clean,train
BaseModel,0,0.8333333333333334,31,4.5,1.25,0,0,0,Clean,test
RegistrationTestModel,0,0.0,7,0.0,0.0,1,0,0,Clean,train
PatternHandler,0,1.0,12,1.6666666666666667,1.3333333333333333,0,0,1,Clean,train
ChannelPostHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,test
CommentHandler,0,0.0,14,4.0,1.0,1,0,0,Clean,test
ConfirmHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,train
FollowHandler,0,0.0,16,11.0,3.0,1,0,0,Clean,train
HelpHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,train
LeaveHandler,0,0.0,16,11.0,3.0,1,0,0,Clean,train
OffHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,train
OnHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,test
PostHandler,0,1.0,5,1.0,1.0,1,1,0,Clean,train
PromotionHandler,0,0.0,7,1.0,1.0,1,0,0,Clean,train
SignInHandler,0,0.0,10,4.0,1.0,1,0,0,Clean,train
SignOutHandler,0,0.0,4,1.0,1.0,1,0,0,Clean,train
SpatiaLiteAdaptor,0,0.0,4,2.0,2.0,0,0,0,Clean,train
NLZipCodeField,0,0.0,20,12.0,4.0,0,2,2,Clean,train
NLProvinceSelect,0,0.0,7,2.0,1.0,0,0,0,Clean,train
NLPhoneNumberField,0,0.0,22,14.0,7.0,0,2,2,Clean,train
NLSoFiNumberField,0,0.0,29,19.0,6.0,0,2,2,Clean,test
BloggerEntry,0,1.0,36,13.5,3.0,0,0,0,Clean,train
BlogEntry,0,0.0,1,0.0,0.0,1,0,0,Clean,train
BlogFeed,0,0.0,4,0.0,0.0,0,0,0,Clean,train
BlogPostEntry,0,1.0,23,8.0,1.5,1,0,0,Clean,train
BlogPostFeed,0,0.0,4,0.0,0.0,0,0,0,Clean,train
InReplyTo,0,0.0,17,8.0,3.0,0,1,0,Data Class,train
CommentEntry,0,1.0,29,9.0,1.5,1,0,1,Clean,test
CommentFeed,0,0.0,4,0.0,0.0,0,0,0,Clean,train
HTTPBaseTLSConnection,0,1.0,43,11.0,1.6666666666666667,0,1,2,Clean,train
HTTPTLSConnection,0,1.0,114,54.0,1.0,1,1,2,Long Method,test
Dispatcher,0,0.2,97,13.5,2.3333333333333335,0,0,0,Clean,train
BufferedReader,1,0.4642857142857143,52,4.625,1.875,0,3,3,Clean,train
BufferedWriter,1,0.2857142857142857,46,4.714285714285714,2.142857142857143,0,3,4,Clean,train
BufferedStream,3,0.0,13,2.6666666666666665,1.6666666666666667,0,0,3,Clean,train
CompatibleFile,0,0.6,54,6.666666666666667,2.5,0,3,5,Clean,train
QTextLabel,0,0.32142857142857145,112,10.5,1.5,0,0,0,Clean,train
ProxyPushButton,0,0.0,5,0.0,0.0,0,0,0,Clean,train
PushButton,0,0.0,13,6.0,3.0,0,0,0,Clean,train
SleekRefDied,0,0.0,1,0.0,0.0,0,0,0,Clean,train
_SENTINEL,0,0.0,1,0.0,0.0,0,0,0,Clean,train
LazyTuple,0,0.8583333333333333,240,10.1875,3.0,0,0,0,God Class,train
MISSING_ELEMENT,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Ref,0,0.0,5,0.0,0.0,0,1,0,Clean,test
SleekRef,1,0.0,62,20.5,4.5,0,0,1,Clean,train
Wheel,0,0.75,159,11.777777777777779,2.888888888888889,0,0,0,Long Method,train
TreeListColumnInfo,0,0.8421052631578947,208,7.7368421052631575,1.105263157894737,0,5,0,God Class,train
TreeListHeaderWindow,1,0.5471264367816092,654,18.633333333333333,3.4,0,4,32,Long Method,train
TreeListItem,0,0.4853801169590643,494,22.736842105263158,5.631578947368421,0,4,20,Long Method,train
EditTextCtrl,0,0.6666666666666666,209,20.0,3.2222222222222223,0,4,20,Long Method,test
TreeListMainWindow,2,0.8313725490196079,2038,36.450980392156865,9.0,0,4,53,God Class,train
HyperTreeList,2,0.4535353535353535,708,12.6,1.4666666666666666,0,4,40,Long Method,train
_SENTINEL,0,0.0,1,0.0,0.0,0,0,0,Clean,train
LazyTuple,0,0.8583333333333333,240,10.1875,3.0,0,0,0,God Class,train
HyperschemaCodec,0,0.0,19,13.0,3.0,0,0,0,Clean,train
Root,1,0.8333333333333334,28,5.25,1.75,0,1,4,Clean,test
Doctype,0,0.0,11,4.0,1.0,0,2,0,Clean,train
FragmentRoot,1,1.0,6,1.5,1.0,1,2,1,Clean,train
FragmentWrapper,0,0.3888888888888889,40,2.5555555555555554,1.3333333333333333,0,3,0,Clean,train
TreeWalker,2,0.9,83,14.8,5.2,0,0,11,Feature Envy,test
ModuleModel,0,0.0,3,0.0,0.0,0,0,0,Clean,train
RedisModule,0,0.0,36,0.0,0.0,0,0,0,Clean,train
BlobContainer,0,0.2857142857142857,76,8.285714285714286,1.5714285714285714,0,0,0,Clean,test
Match,0,0.5,41,6.2,2.0,0,0,0,Clean,train
CrateIndexDashboard,0,0.0,45,43.0,1.0,0,0,0,Clean,train
Store,0,1.0,35,3.8333333333333335,2.0,0,0,0,Feature Envy,train
AcceptCriticCommand,0,0.0,45,21.0,6.0,0,0,0,Long Method,train
Registry,0,0.8571428571428571,69,2.6666666666666665,1.5333333333333334,0,0,0,Clean,test
WindowsCriticalSectionObjectType,0,0.8380952380952381,80,3.933333333333333,1.9333333333333333,0,0,0,Clean,train
DeviceObjectStructType,0,0.8319088319088319,139,3.814814814814815,2.1481481481481484,0,2,16,God Class,train
DeviceObjectListType,0,0.6410256410256411,64,3.5384615384615383,1.8461538461538463,0,2,16,Clean,train
WindowsDriverObjectType,0,0.9268502581755593,423,3.9642857142857144,2.380952380952381,0,2,18,God Class,train
ExtractedString,0,0.0,16,2.0,1.0,0,0,0,Clean,test
ExtractedStrings,0,0.0,4,0.0,0.0,0,0,0,Clean,train
Entropy,0,0.0,7,0.0,0.0,0,0,0,Clean,train
PEBuildInformation,0,0.0,8,0.0,0.0,0,0,0,Clean,train
PEExportedFunction,0,0.0,7,0.0,0.0,0,0,0,Clean,test
PEExportedFunctions,0,0.0,4,0.0,0.0,0,0,0,Clean,train
PEExports,0,0.0,10,0.0,0.0,0,0,0,Clean,test
DOSHeader,0,0.0,23,0.0,0.0,0,0,0,Clean,train
PEFileHeader,0,0.0,12,0.0,0.0,0,0,0,Clean,train
PEDataDirectoryStruct,0,0.0,6,0.0,0.0,0,0,0,Clean,train
DataDirectory,0,0.0,20,0.0,0.0,0,0,0,Clean,train
PEOptionalHeader,0,0.0,36,0.0,0.0,0,0,0,Clean,train
PEHeaders,0,0.0,10,0.0,0.0,0,0,0,Clean,train
PEImportedFunction,0,0.0,9,0.0,0.0,0,0,0,Clean,train
PEImportedFunctions,0,0.0,4,0.0,0.0,0,0,0,Clean,test
PEImport,0,0.0,9,0.0,0.0,0,0,0,Clean,train
PEImportList,0,0.0,4,0.0,0.0,0,0,0,Clean,train
PEChecksum,0,0.0,7,0.0,0.0,0,0,0,Clean,train
PEResource,0,0.0,12,0.0,0.0,0,0,0,Clean,train
PEResourceList,0,0.0,17,9.0,4.0,0,0,1,Clean,test
PESectionHeaderStruct,0,0.0,14,0.0,0.0,0,0,0,Clean,train
PESection,0,0.0,8,0.0,0.0,0,0,0,Clean,test
PESectionList,0,0.0,4,0.0,0.0,0,0,0,Clean,test
PEVersionInfoResource,0,0.0,36,16.0,3.0,1,1,0,Clean,train
WinExecutableFile,0,0.0,16,0.0,0.0,0,0,0,Clean,test
ExtractPxdCode,0,0.6666666666666666,28,3.0,1.0,0,0,0,Clean,train
TempHandle,1,0.0,12,3.0,1.5,0,0,1,Clean,train
TempRefNode,0,0.6666666666666666,33,3.1666666666666665,1.5,0,2,3,Clean,train
TempsBlockNode,0,0.0,42,3.2,1.8,0,2,6,Clean,train
ResultRefNode,0,0.7647058823529411,105,3.8823529411764706,2.1176470588235294,0,5,2,Clean,train
LetNodeMixin,0,0.0,29,8.0,2.3333333333333335,0,2,7,Clean,train
EvalWithTempExprNode,0,0.0,35,2.4285714285714284,1.0,0,4,12,Clean,train
LetNode,0,0.0,33,2.6,1.0,0,2,8,Clean,train
TempResultFromStatNode,0,0.0,25,2.5,1.0,0,3,8,Clean,train
GVector,0,0.2222222222222222,43,2.3333333333333335,1.2222222222222223,0,2,0,Clean,train
Spline,0,0.13333333333333333,66,8.333333333333334,3.1666666666666665,0,1,1,Clean,train
Chaosgame,1,0.2,92,15.4,4.0,0,0,4,Clean,test
aboutWindow,0,0.6666666666666666,53,16.0,1.3333333333333333,0,0,0,Clean,train
BattlecryType,0,0.0,14,11.0,8.0,0,1,0,Clean,train
ChooseTargetMixin,0,1.0,68,7.857142857142857,3.142857142857143,0,0,1,Clean,train
NullCard,0,1.0,5,1.0,1.0,0,1,0,Clean,train
TradeAgent,1,1.0,18,2.75,1.25,0,0,2,Clean,train
DefiasBandit,0,1.0,5,1.0,1.0,0,14,14,Clean,train
DefiasRingleader,1,1.0,6,1.5,1.0,0,14,15,Clean,train
EdwinVanCleef,0,1.0,8,2.5,1.0,0,14,14,Clean,train
Kidnapper,0,1.0,6,1.5,1.0,0,14,14,Clean,train
MasterOfDisguise,0,1.0,6,1.5,1.0,0,14,14,Clean,train
PatientAssassin,0,1.0,5,1.0,1.0,0,14,14,Clean,train
SI7Agent,0,1.0,8,2.5,1.0,0,14,14,Clean,train
AnubarAmbusher,0,1.0,5,1.0,1.0,0,14,14,Clean,train
OneeyedCheat,0,1.0,6,1.5,1.0,0,14,14,Clean,test
IronSensei,0,1.0,6,1.5,1.0,0,14,14,Clean,test
OgreNinja,0,1.0,12,4.5,1.0,0,14,14,Clean,test
TradePrinceGallywix,0,1.0,10,3.5,1.0,0,14,14,Clean,train
GoblinAutoBarber,0,1.0,6,1.5,1.0,0,14,14,Clean,train
DarkIronSkulker,0,1.0,7,2.0,1.0,0,14,14,Clean,test
Anubarak,0,1.0,6,1.5,1.0,0,14,14,Clean,train
AutoScaleConnection,0,1.0,611,17.483870967741936,3.0,0,0,0,God Class,train
Loader,0,0.0,8,6.0,1.0,0,0,0,Clean,test
TimeboardClient,0,1.0,305,20.46153846153846,3.5384615384615383,0,0,0,God Class,train
Metric,0,1.0,12,2.0,1.0,0,1,0,Clean,train
Gauge,0,0.0,15,2.0,1.0,1,1,0,Clean,train
Counter,0,0.0,15,2.0,1.0,1,1,0,Clean,train
Histogram,0,0.0,45,8.5,2.25,1,1,0,Clean,train
MetricsAggregator,0,0.0,25,5.333333333333333,2.3333333333333335,0,0,8,Clean,train
MetricClient,0,1.0,37,16.0,2.5,0,0,0,Clean,test
DictCache,0,0.6666666666666666,15,2.6666666666666665,1.6666666666666667,0,0,0,Clean,train
GeometryColumns,0,1.0,26,3.6666666666666665,1.0,0,0,0,Clean,train
SpatialRefSys,0,1.0,20,1.0,1.0,0,0,0,Clean,train
Layer,0,0.6140350877192983,169,6.157894736842105,1.631578947368421,0,0,0,Clean,test
Storage,0,1.0,102,7.0,1.4,0,1,3,Clean,train
FileSystemStorage,0,0.9444444444444444,94,8.11111111111111,2.4444444444444446,1,1,5,Feature Envy,train
Form,0,0.0,1,0.0,0.0,0,0,0,Clean,train
ModelForm,0,0.0,12,4.0,2.0,0,0,0,Clean,test
OAuthAuthenticationForm,0,1.0,37,6.0,1.5,1,0,0,Clean,test
HelpAction,0,0.0,31,24.0,7.0,0,1,0,Feature Envy,test
HelpCommand,1,1.0,42,18.0,3.5,0,0,1,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,Clean,train
Migration,0,0.0,47,0.0,0.0,0,0,0,Clean,train
DataInterface,0,0.0,10,1.0,1.0,0,0,0,Clean,train
CaseReassignmentInterface,0,1.0,59,7.4,1.2,0,0,0,Clean,train
FormManagementMode,0,0.0,47,10.666666666666666,2.0,0,2,0,Clean,train
ArchiveOrNormalFormFilter,1,1.0,19,1.0,1.0,0,0,1,Clean,test
BulkFormManagementInterface,1,0.7333333333333333,83,10.333333333333334,1.3333333333333333,0,0,2,Clean,train
AbstractProperty,0,0.0,2,1.0,1.0,0,0,0,Clean,train
DEID,0,0.0,7,0.0,0.0,0,0,0,Clean,train
ColumnTypesOptions,0,0.0,4,0.0,0.0,0,0,0,Clean,train
CustomExportHelper,0,0.6071428571428571,134,13.375,2.25,0,2,2,Clean,train
FormCustomExportHelper,1,0.7142857142857143,175,21.428571428571427,5.285714285714286,1,2,8,Long Method,train
CustomColumn,0,0.16666666666666666,35,6.75,1.25,0,2,0,Clean,train
CaseCustomExportHelper,1,1.0,110,21.75,5.75,1,2,5,Long Method,test
BaseAdminSectionView,0,1.0,9,1.0,1.0,0,0,0,Clean,train
AuthenticateAs,0,1.0,28,5.333333333333333,1.3333333333333333,1,6,7,Clean,test
RecentCouchChangesView,0,1.0,33,10.0,1.5,1,6,7,Clean,train
SystemInfoView,0,1.0,34,11.5,1.5,1,6,7,Clean,train
ManagementCommandsView,0,1.0,17,3.0,1.0,1,6,6,Clean,train
FlagBrokenBuilds,0,1.0,17,5.0,2.0,0,6,7,Clean,train
LoadtestReportView,0,1.0,82,35.0,6.5,1,6,7,Feature Envy,train
DownloadMALTView,0,1.0,22,6.5,2.0,1,6,6,Clean,test
_,0,0.0,0,0.0,0.0,0,0,0,Clean,train
PillowErrorsReport,0,0.9358974358974359,129,5.769230769230769,1.4615384615384615,0,1,0,Clean,train
EditPillowError,0,0.9,90,14.8,4.2,0,0,1,Feature Envy,train
GaTracker,0,0.0,6,1.0,1.0,0,0,0,Clean,test
MaintenanceAlert,0,0.0,12,1.0,1.0,0,0,0,Clean,train
IndicatorCRUDFormRequestManager,0,0.0,8,3.0,3.0,0,0,0,Clean,test
IndicatorAdminCRUDManager,0,0.8333333333333334,24,2.75,1.5,0,2,2,Clean,train
FormLabelIndicatorAdminCRUDManager,0,0.0,5,2.0,1.0,1,0,0,Clean,train
BaseFormIndicatorAdminCRUDManager,0,0.0,11,9.0,2.0,2,2,2,Clean,train
FormAliasIndicatorAdminCRUDManager,0,0.0,5,2.0,1.0,3,0,0,Clean,train
CaseDataInFormIndicatorAdminCRUDManager,0,0.0,5,2.0,1.0,3,0,0,Clean,test
FormDataInCaseAdminCRUDManager,0,0.0,5,2.0,1.0,3,0,0,Clean,train
BaseDynamicIndicatorCRUDManager,0,0.0,5,2.0,1.0,1,0,0,Clean,train
CouchIndicatorCRUDManager,0,1.0,17,6.0,2.5,2,2,2,Clean,train
CombinedCouchIndicatorCRUDManager,0,0.0,5,2.0,1.0,2,0,0,Clean,train
_ReportQuickCache,0,0.0,11,6.0,5.0,0,0,0,Clean,train
CaseMetaException,0,0.0,1,0.0,0.0,0,1,0,Clean,train
FormQuestionOption,0,0.0,2,0.0,0.0,0,0,0,Clean,train
FormQuestion,0,1.0,26,4.5,2.5,0,0,0,Clean,train
FormQuestionResponse,0,0.0,11,7.0,4.0,1,0,0,Clean,train
ConditionalFormQuestionResponse,0,0.0,2,0.0,0.0,0,1,0,Clean,test
QuestionList,0,0.0,1,0.0,0.0,0,0,0,Clean,test
ConditionList,0,0.0,1,0.0,0.0,0,1,0,Clean,train
CaseFormMeta,0,0.0,4,0.0,0.0,0,1,0,Clean,train
CaseProperty,2,1.0,25,5.333333333333333,2.0,0,2,2,Clean,train
CaseTypeMeta,2,1.0,31,6.0,2.3333333333333335,0,1,2,Clean,train
AppCaseMetadata,2,1.0,58,7.333333333333333,2.0,0,0,6,Feature Envy,test
Migration,0,0.0,11,0.0,0.0,0,0,0,Clean,test
ExportConfiguration,0,0.7272727272727273,91,5.636363636363637,2.0,0,0,0,Clean,train
Constant,0,0.0,4,1.0,1.0,0,0,0,Clean,train
FormattedRow,0,0.7142857142857143,70,5.75,2.25,0,0,0,Clean,test
Migration,0,1.0,43,9.0,1.0,0,0,0,Clean,train
Migration,0,0.0,26,0.0,0.0,0,0,0,Clean,train
MCHBaseReport,0,0.9722222222222222,104,7.0,2.0,0,0,2,Clean,train
MotherMCHRegister,0,1.0,181,56.0,1.3333333333333333,1,1,0,Long Method,test
ChildMCHRegister,0,1.0,113,33.0,1.3333333333333333,1,1,0,Clean,train
EWSGlobalStats,0,0.0,3,0.0,0.0,0,0,0,Clean,test
InputStockView,0,0.0,90,26.333333333333332,5.333333333333333,0,0,0,Clean,train
EWSUserExtensionView,0,0.3333333333333333,32,7.333333333333333,1.6666666666666667,0,0,0,Clean,test
DashboardPageView,0,0.0,35,33.0,10.0,0,0,0,Clean,train
InventoryHistoryData,0,1.0,37,12.5,4.0,0,1,0,Clean,train
