class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label,split
BaseMaster,0,0.0,22,21.0,6.0,0,0,0,Data Class,test
InstanceHooks,0,0.6666666666666666,20,5.0,2.6666666666666665,0,1,0,Clean,train
BaseInstance,1,0.8846153846153846,105,5.538461538461538,2.1538461538461537,0,1,1,Clean,train
Executor,0,0.0,75,36.0,11.0,0,0,0,Feature Envy,train
Hooks,0,0.0,5,1.0,1.0,0,0,0,Clean,train
OrdinaryPercolation,0,0.6515151515151515,403,30.5,3.1666666666666665,0,0,0,Clean,train
Application,0,1.0,93,14.25,3.0,0,0,0,Clean,train
State,0,0.6666666666666666,94,27.0,5.0,0,0,0,Long Method,test
Options,0,0.0,4,1.0,1.0,0,0,0,Clean,test
FilesystemLock,0,0.0,103,25.0,6.333333333333333,0,0,0,Long Method,train
Command,0,1.0,39,17.0,2.5,0,0,0,Feature Envy,train
TimeoutError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Unix,0,0.9848484848484849,381,28.166666666666668,5.333333333333333,0,0,0,God Class,test
Types,0,1.0,64,3.5714285714285716,2.7142857142857144,0,0,0,Clean,test
HappyElement,0,1.0,8,1.0,1.0,0,0,0,Clean,train
TabularColumn,0,0.0,9,2.5,1.0,0,1,0,Clean,train
Tabular,1,0.23809523809523808,44,3.857142857142857,2.0,0,0,1,Clean,train
TaskManager,0,0.0,55,8.4,2.0,0,1,0,Clean,test
ChainListener,0,0.0,6,1.0,1.0,0,1,1,Clean,train
PipeListener,0,0.0,7,5.0,2.0,1,1,1,Clean,train
Task,2,0.6666666666666666,96,7.777777777777778,1.4444444444444444,0,2,6,Clean,train
Coevolution,0,0.7166666666666667,259,12.9375,3.875,0,0,0,God Class,train
TMaze,0,0.0,58,8.25,2.75,0,0,0,Clean,train
FullConnection,0,0.5,20,2.25,1.0,0,0,0,Clean,train
NetworkReader,0,0.9047619047619048,98,11.285714285714286,3.142857142857143,0,0,0,Clean,train
ObjectIdentifier,0,0.8,55,6.833333333333333,2.1666666666666665,0,0,0,Clean,train
ExtensionOID,0,0.0,19,0.0,0.0,0,0,0,Clean,train
CRLEntryExtensionOID,0,0.0,3,0.0,0.0,0,0,0,Clean,train
NameOID,0,0.0,21,0.0,0.0,0,0,0,Clean,test
SignatureAlgorithmOID,0,0.0,14,0.0,0.0,0,0,0,Clean,test
ExtendedKeyUsageOID,0,0.0,6,0.0,0.0,0,0,0,Clean,train
AuthorityInformationAccessOID,0,0.0,2,0.0,0.0,0,0,0,Clean,train
CertificatePoliciesOID,0,0.0,3,0.0,0.0,0,0,0,Clean,test
SSLWrapper,0,0.0,33,4.0,1.0,0,2,0,Clean,train
SecureTCPServer,1,0.0,24,19.0,1.0,0,1,3,Clean,train
SecureXMLRPCRequestHandler,0,0.0,10,8.0,1.0,0,0,0,Clean,test
SecureXMLRPCServer,0,0.0,13,11.0,1.0,0,1,2,Data Class,train
SpammyPosting,0,0.0,25,1.0,1.0,0,0,0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,Clean,test
eval_frame,0,0.0,29,3.0,1.2,0,0,0,Clean,test
query_datetime_index,0,0.0,13,4.0,1.0,0,0,0,Clean,train
query_datetime_series,0,0.0,13,4.0,1.0,0,0,0,Clean,train
query_with_boolean_selection,0,0.0,16,5.5,1.0,0,0,0,Clean,train
SQLAlchemyRequired,0,0.0,1,0.0,0.0,0,0,0,Clean,test
DatabaseError,0,0.0,1,0.0,0.0,0,1,0,Clean,train
SQLTable,0,0.6013071895424836,382,18.77777777777778,5.333333333333333,0,3,16,Long Method,test
PandasSQL,0,1.0,11,2.0,1.0,0,0,0,Clean,train
SQLDatabase,1,0.6666666666666666,262,17.916666666666668,2.5833333333333335,1,3,11,Clean,train
SQLiteTable,0,0.6666666666666666,111,13.285714285714286,3.0,1,3,11,Clean,test
SQLiteDatabase,2,0.8909090909090909,171,12.272727272727273,2.3636363636363638,1,3,9,God Class,train
TablePlotter,0,0.9047619047619048,151,19.0,3.7142857142857144,0,0,0,Clean,test
VisualizationFrame,0,0.8666666666666667,396,25.75,2.75,0,0,0,God Class,train
ReadOnlySheetSource,0,0.6666666666666666,28,6.333333333333333,1.3333333333333333,0,3,6,Clean,train
WriteOnlySheetSource,0,1.0,11,2.0,1.0,0,3,7,Clean,train
RecordsSource,0,0.0,15,1.5,1.0,0,4,0,Clean,train
DictSource,0,0.0,15,2.5,1.0,0,4,0,Clean,train
ArraySource,0,0.0,12,1.0,1.0,0,4,0,Clean,train
ReadOnlyBookSource,0,0.0,27,8.5,1.5,0,3,6,Clean,train
BookDictSource,0,0.0,16,3.0,1.5,0,4,0,Clean,train
WriteOnlyBookSource,0,0.0,11,3.0,1.0,0,1,7,Clean,train
ConvertVisitor,0,1.0,9,3.5,1.5,0,1,0,Clean,train
ASTCodeGenerator,0,0.9998331943286072,940,6.445454545454545,1.5454545454545454,1,0,1,God Class,train
TabContainer,0,0.0,5,4.0,1.0,0,2,1,Clean,train
TabRaphaelContainer,0,0.8333333333333334,21,3.0,1.25,1,2,1,Clean,test
ShowCaseApp,2,0.0,30,13.0,1.0,0,0,5,Clean,train
MediaElement,0,1.0,29,3.0,1.2,0,0,0,Clean,test
Mercurial,0,1.0,85,7.0,1.6666666666666667,0,0,0,Feature Envy,train
Link,0,1.0,91,8.0,1.0,0,1,1,Clean,train
SoftLink,0,0.39285714285714285,182,12.875,3.25,0,0,0,Clean,train
ExternalLink,0,0.7333333333333333,106,12.333333333333334,1.8333333333333333,0,1,1,Clean,test
Migration,0,0.0,31,0.0,0.0,0,0,0,Clean,test
XmlString,0,1.0,63,7.6,2.4,0,0,0,Clean,train
MetaOxmlElement,0,0.0,11,7.0,3.0,0,4,8,Clean,train
BaseAttribute,0,0.6666666666666666,33,5.25,1.25,0,8,5,Clean,train
OptionalAttribute,0,0.16666666666666666,50,8.75,2.0,1,3,5,Clean,train
RequiredAttribute,0,0.0,46,10.0,1.3333333333333333,1,0,0,Clean,train
_BaseChildElement,0,0.5661764705882353,170,7.352941176470588,1.1176470588235294,0,9,6,Clean,train
Choice,0,0.6666666666666666,66,7.833333333333333,1.3333333333333333,1,6,5,Clean,train
OneAndOnlyOne,0,1.0,35,8.666666666666666,1.3333333333333333,1,8,13,Clean,train
OneOrMore,0,0.0,17,12.0,1.0,1,5,12,Clean,train
ZeroOrMore,0,0.0,16,12.0,1.0,1,5,12,Clean,test
ZeroOrOne,0,0.6666666666666666,46,8.75,1.25,1,5,13,Clean,train
ZeroOrOneChoice,0,0.6666666666666666,73,7.571428571428571,1.2857142857142858,1,8,10,Clean,train
_OxmlElementBase,0,1.0,64,5.714285714285714,1.7142857142857142,0,3,0,Clean,train
FixDivisionSafe,0,0.6666666666666666,39,8.333333333333334,2.3333333333333335,0,0,0,Clean,train
Ant,0,0.5,43,7.25,1.25,0,0,0,Clean,train
StateMachine,0,0.16666666666666666,32,6.0,1.75,0,0,0,Clean,train
DebugInfo,0,1.0,42,11.333333333333334,2.3333333333333335,0,0,0,Clean,train
GenPollText,0,1.0,14,2.5,1.5,0,1,1,Clean,train
GenPollUrl,0,1.0,55,13.0,4.333333333333333,0,1,1,Clean,train
Mpd,0,0.73,289,7.96,2.72,0,0,0,God Class,train
Wlan,0,1.0,38,9.0,2.0,0,0,0,Clean,train
CancelPolicy,0,0.0,4,1.0,1.0,0,0,0,Clean,train
EODCancel,0,1.0,9,1.0,1.0,1,0,0,Clean,train
NeverCancel,0,1.0,8,1.0,1.0,1,0,0,Clean,train
RandomWalkSource,0,0.8095238095238095,129,15.0,2.7142857142857144,0,0,0,Clean,train
ELBConnection,0,1.0,368,17.05263157894737,1.5263157894736843,0,0,0,God Class,train
PocketApp,0,0.5641025641025641,173,11.153846153846153,2.769230769230769,0,0,0,Clean,train
TabularPermissionDefaultExcludeFunction,0,0.0,2,1.0,1.0,0,0,0,Clean,train
Resource,0,0.8,180,30.6,5.8,0,0,0,Long Method,train
Migration,0,0.0,13,0.0,0.0,0,0,0,Clean,test
_Protocol,0,0.3333333333333333,120,17.666666666666668,2.5,0,2,0,Clean,train
Loopback,0,0.0,7,1.0,1.0,1,0,1,Clean,train
RCEInternalProtocol,0,0.7777777777777778,132,10.1,1.6,0,0,3,Clean,train
UserEmailAdmin,0,0.0,2,0.0,0.0,0,0,0,Clean,train
SourceCodeMonitor,0,0.0,23,7.5,2.0,0,0,4,Clean,train
ServerStarter,0,0.7,50,6.0,2.4,0,1,0,Clean,train
BuildCssJsProcessor,0,0.0,66,10.5,2.5,0,1,0,Clean,train
Input,0,1.0,11,1.75,1.0,0,2,2,Clean,train
Output,0,1.0,10,2.3333333333333335,1.0,0,2,2,Clean,train
Container,2,0.3626373626373626,141,8.0,2.7142857142857144,0,2,7,Clean,test
HostBasedQueueAssignment,0,1.0,16,4.5,1.0,0,1,0,Clean,train
IpBasedQueueAssignment,0,1.0,24,8.5,1.5,1,0,1,Clean,train
StripSessionIds,0,0.6666666666666666,42,11.0,2.6666666666666665,0,0,0,Clean,train
MercurialClient,0,0.8091168091168092,744,25.0,3.8518518518518516,0,0,0,God Class,train
Command,0,0.0,4,1.0,1.0,0,0,0,Clean,train
BlockChain,0,0.65,165,8.375,2.5625,0,0,0,Clean,train
Quote,0,0.0,6,1.0,1.0,0,0,0,Clean,test
Migration,0,0.0,17,0.0,0.0,0,0,0,Clean,train
ILSVRC2010,0,0.0,34,4.0,1.0,0,0,0,Clean,train
CodeBlock,0,0.0,34,9.0,1.0,0,1,0,Clean,test
CLinker,2,0.6284584980237155,1116,46.0,5.739130434782608,0,2,6,Long Method,train
_CThunk,0,0.3333333333333333,62,13.666666666666666,3.0,0,1,0,Clean,train
OpWiseCLinker,0,0.0,138,35.333333333333336,6.0,0,2,4,Long Method,train
DualLinker,1,0.0,90,23.666666666666668,5.0,0,2,4,Clean,train
HideC,0,1.0,28,1.0,1.0,0,1,0,Clean,train
GradTodo,0,1.0,8,1.0,1.0,0,0,0,Clean,train
FFT,0,0.5,73,10.75,3.0,0,0,0,Clean,train
Kernel,0,0.6666666666666666,65,13.0,5.0,0,2,0,Clean,train
GpuKernelBase,0,1.0,119,5.266666666666667,1.0666666666666667,0,1,22,Feature Envy,train
HostFromGpu,1,1.0,77,6.875,1.125,0,4,1,Clean,train
GpuFromHost,0,0.8484848484848485,88,4.75,1.0833333333333333,0,5,0,Clean,train
GpuToGpu,0,0.8666666666666667,51,2.4,1.1,0,4,0,Clean,train
GpuAlloc,0,0.6944444444444444,159,13.88888888888889,2.4444444444444446,0,4,0,Long Method,train
GpuAllocEmpty,0,0.8787878787878788,79,3.9166666666666665,1.25,0,3,6,Clean,train
GpuContiguous,0,1.0,58,7.6,1.2,0,3,0,Clean,test
GpuReshape,0,0.5,119,26.0,2.75,0,4,0,Long Method,train
GpuJoin,0,1.0,76,9.666666666666666,1.1666666666666667,0,3,9,Feature Envy,test
GpuSplit,0,0.0,11,6.0,1.0,0,1,9,Clean,train
GpuEye,1,0.7142857142857143,102,10.0,1.125,1,3,3,Clean,train
Win32Serial,0,0.22134387351778656,354,12.73913043478261,3.8260869565217392,0,0,0,Long Method,train
KeyIOError,0,0.0,1,0.0,0.0,0,2,0,Clean,train
UnknownKeyType,0,0.0,1,0.0,0.0,1,1,0,Clean,test
UpdateFailed,0,0.0,1,0.0,0.0,1,1,0,Clean,test
KeyBundle,3,0.32748538011695905,273,12.421052631578947,3.473684210526316,0,1,6,Clean,train
KeyJar,1,0.4435483870967742,346,8.78125,3.1875,0,1,8,Long Method,test
RedirectStdStreams,0,0.0,16,3.3333333333333335,1.6666666666666667,0,0,0,Clean,train
EngineBase,0,1.0,6,1.5,1.0,0,0,0,Clean,train
PynlinerEngine,0,0.0,4,3.0,1.0,1,0,0,Clean,test
NullEngine,0,0.0,2,1.0,1.0,1,0,0,Clean,test
SeleniumUtilityBelt,0,0.8571428571428571,42,4.142857142857143,2.2857142857142856,0,0,0,Clean,train
InventoryCommand,0,0.6666666666666666,43,12.333333333333334,1.3333333333333333,0,0,0,Clean,train
RTCInitializer,1,0.0,10,8.0,2.0,0,0,4,Clean,train
RTCLogin,0,1.0,10,2.5,1.0,0,1,0,Clean,train
WorkspaceHandler,1,0.0,52,6.666666666666667,2.0,0,2,2,Clean,train
Changes,0,1.0,41,6.75,2.75,0,1,3,Clean,train
ImportHandler,2,0.8496732026143791,269,12.61111111111111,3.5555555555555554,0,1,7,God Class,train
ChangeEntry,0,0.4,25,2.3333333333333335,1.0,0,2,0,Clean,test
CompareType,0,0.0,2,0.0,0.0,0,0,0,Clean,train
CodeMode,0,0.7619047619047619,42,2.0,1.2857142857142858,0,0,0,Clean,train
MenuBarTooltipsExample,2,0.0,89,87.0,1.0,0,0,4,Long Method,train
SearchCommand,0,0.0,7,1.5,1.0,0,1,0,Clean,test
MenuCommand,0,0.0,7,1.5,1.0,0,1,0,Clean,train
MenuBarWithIconsExample,2,0.0,56,54.0,1.0,0,0,4,Clean,test
SearchCommand,0,0.0,7,1.5,1.0,0,1,0,Clean,train
MenuCommand,0,0.0,7,1.5,1.0,0,1,0,Clean,train
SyncUsers,0,0.6666666666666666,156,49.333333333333336,9.333333333333334,0,0,0,Feature Envy,train
APNs,2,0.9166666666666666,80,5.666666666666667,1.2222222222222223,0,7,9,Clean,train
APNsConnection,0,0.6190476190476191,97,11.571428571428571,3.857142857142857,0,6,7,Long Method,train
PayloadAlert,0,0.0,20,8.5,3.0,0,6,7,Clean,train
PayloadTooLargeError,0,0.0,2,1.0,1.0,0,6,7,Clean,train
Payload,1,0.9,43,6.2,2.0,0,7,9,Clean,train
Frame,0,0.2,55,9.0,1.0,0,7,5,Clean,train
FeedbackConnection,0,1.0,52,14.666666666666666,3.3333333333333335,1,6,10,Clean,test
GatewayConnection,0,0.7142857142857143,137,14.0,2.142857142857143,1,7,18,Clean,test
Model_Region,0,1.0,103,1.6428571428571428,1.0,0,0,0,Clean,train
Bridge,0,0.8676470588235294,193,4.705882352941177,2.3529411764705883,0,0,0,God Class,test
xcconfig_item_base,0,0.3333333333333333,25,2.1666666666666665,1.6666666666666667,0,0,0,Clean,test
_ConnectionWrapper,0,0.7090909090909091,55,3.090909090909091,1.6363636363636365,0,1,0,Clean,train
Client,1,1.0,34,6.5,1.0,0,0,1,Clean,train
ObjectIdType,0,1.0,26,3.0,1.6666666666666667,0,0,0,Clean,train
Migration,0,1.0,328,29.0,1.0,0,0,0,Clean,train
ClusterNode,0,0.6888888888888889,183,14.9,2.5,0,0,0,Clean,train
binom_gen,0,1.0,64,3.111111111111111,1.2222222222222223,0,9,17,Clean,train
bernoulli_gen,0,1.0,46,1.0,1.0,1,9,58,Clean,train
nbinom_gen,0,1.0,55,2.625,1.0,0,9,14,Clean,train
geom_gen,0,1.0,54,2.0,1.0,0,9,10,Feature Envy,train
hypergeom_gen,0,1.0,120,6.625,1.25,0,5,17,Clean,train
logser_gen,0,1.0,44,4.5,1.0,0,3,0,Clean,train
poisson_gen,0,1.0,55,2.375,1.0,0,9,5,Clean,test
planck_gen,0,0.9333333333333333,56,4.333333333333333,1.3333333333333333,0,8,9,Clean,train
boltzmann_gen,0,1.0,46,5.0,1.0,0,8,9,Clean,train
randint_gen,0,1.0,56,3.4285714285714284,1.0,0,8,9,Clean,train
zipf_gen,0,1.0,34,2.0,1.0,0,3,0,Clean,train
dlaplace_gen,0,1.0,43,3.0,1.0,0,8,9,Clean,test
skellam_gen,0,1.0,52,4.5,1.0,0,9,0,Clean,train
Rule,0,1.0,33,8.666666666666666,5.333333333333333,0,1,0,Data Class,train
Iptables,1,0.9818181818181818,179,12.545454545454545,4.181818181818182,0,0,1,God Class,train
Command,0,0.0,24,20.0,3.0,0,0,0,Clean,train
Mapping,0,0.0,6,5.0,1.0,0,0,0,Clean,train
AliasesDatabase,0,0.5054945054945055,120,5.857142857142857,1.7857142857142858,0,0,0,Clean,train
BaseLogger,0,0.0,72,7.833333333333333,1.0,0,0,0,Clean,train
Command,0,0.0,15,6.0,1.0,0,0,0,Clean,train
Sequence,0,0.7142857142857143,21,1.0,1.0,0,0,0,Clean,train
SingletonSequence,0,0.0,3,1.0,1.0,1,0,0,Clean,test
NumberSequence,0,0.0,15,1.75,1.25,1,0,0,Clean,train
CharacterSequence,0,0.5,16,1.75,1.25,1,0,0,Clean,train
MRD,0,0.509090909090909,337,23.545454545454547,4.090909090909091,0,0,0,Long Method,train
vertex,0,0.0,9,3.0,1.0,0,3,0,Clean,train
tree,1,0.2,98,7.6,3.3,0,2,1,Clean,train
skeleton,0,0.9,32,4.4,2.6,1,1,6,Clean,train
acclaim_skeleton,1,0.6470588235294118,439,23.529411764705884,5.823529411764706,2,1,7,Long Method,test
Output,0,0.8909090909090909,51,2.6363636363636362,1.1818181818181819,0,0,0,Clean,train
Filter,0,1.0,15,6.0,2.5,0,0,0,Clean,train
Filter,0,1.0,11,3.5,1.0,0,0,0,Clean,train
BaseMessageProcessor,0,1.0,25,6.333333333333333,2.3333333333333335,0,1,1,Clean,test
MessageProcessor,0,0.8368421052631579,295,12.4,3.0,1,1,2,God Class,train
GuessAuth,0,0.4,70,12.0,2.8,0,1,0,Clean,train
GuessProxyAuth,0,0.4,64,10.2,2.4,1,0,2,Clean,train
OAuth2ConsumerBlueprint,0,0.6071428571428571,229,29.571428571428573,2.5714285714285716,0,0,0,Long Method,train
Fail,0,0.6666666666666666,24,3.0,1.6666666666666667,0,0,0,Clean,train
NixCompletion,0,1.0,30,13.5,3.5,0,0,0,Clean,train
Charcoal,0,0.4444444444444444,192,19.444444444444443,4.333333333333333,0,0,0,Long Method,train
Address,0,1.0,70,29.0,1.0,0,0,0,Clean,train
AllergyIntolerance,0,1.0,90,39.5,1.0,0,1,2,Clean,train
AllergyIntoleranceReaction,0,1.0,60,24.5,1.0,0,1,2,Clean,test
Migration,0,1.0,185,24.0,4.5,0,0,0,Feature Envy,train
UploadPackageAPIView,0,0.0,75,73.0,21.0,0,0,1,Feature Envy,test
DownloadPackageAPIView,0,0.0,49,48.0,13.0,0,0,1,Feature Envy,train
DeletePackageView,0,1.0,15,6.0,2.0,0,4,0,Clean,train
DeletePackageAPIView,0,0.0,29,28.0,9.0,0,0,1,Clean,train
MaxPackageSizeAPIView,0,0.0,20,19.0,6.0,0,0,1,Clean,test
Git2Db,0,0.42292490118577075,388,14.521739130434783,2.0,0,0,0,Long Method,train
Popen3,0,0.5,79,13.0,3.4,0,1,0,Clean,test
Popen4,0,0.0,18,15.0,2.0,1,0,1,Clean,train
Codec,0,0.0,2,0.0,0.0,0,0,0,Clean,train
IncrementalEncoder,0,0.0,2,0.0,0.0,0,0,0,Clean,train
IncrementalDecoder,0,0.0,2,0.0,0.0,0,0,0,Clean,train
StreamReader,0,0.0,1,0.0,0.0,1,0,0,Clean,train
StreamWriter,0,0.0,1,0.0,0.0,1,0,0,Clean,train
IncrementalEncoder,0,0.0,2,1.0,1.0,0,0,0,Clean,test
IncrementalDecoder,0,0.0,1,0.0,0.0,0,0,0,Clean,train
StreamWriter,0,0.0,1,0.0,0.0,0,0,0,Clean,train
StreamReader,0,0.0,1,0.0,0.0,0,0,0,Clean,train
BaseResponse,0,0.8744588744588745,293,10.409090909090908,1.3636363636363635,0,0,0,God Class,train
CoverageBuilder,0,0.35714285714285715,218,25.0,8.0,0,0,0,Long Method,train
ModelBackend,0,1.0,63,8.0,3.5,0,0,0,Feature Envy,train
RemoteUserBackend,0,1.0,62,14.333333333333334,2.3333333333333335,1,0,0,Clean,train
SplunkUser,0,1.0,14,5.5,1.0,0,1,1,Clean,train
SplunkWebInfo,0,0.0,4,3.0,1.0,0,2,0,Clean,train
SplunkAuthenticationBackend,2,1.0,74,34.5,3.5,0,0,2,Feature Envy,train
Migration,0,1.0,82,17.0,1.0,0,0,0,Clean,train
DotWriter,0,0.6428571428571429,99,9.875,2.0,0,0,0,Clean,train
NetworkACLs,0,0.5238095238095238,58,6.285714285714286,1.0,0,0,0,Clean,train
Message,0,0.0,2,1.0,1.0,0,1,0,Clean,test
RawMessage,0,0.0,2,1.0,1.0,0,1,0,Clean,train
SESQuota,0,0.0,6,1.0,1.0,0,1,0,Clean,test
SESBackend,3,0.3333333333333333,62,5.0,2.0,0,0,3,Clean,train
ApiKeyController,0,1.0,144,15.571428571428571,2.142857142857143,0,0,0,Clean,test
RuleEnforcementBranch,0,0.0,9,7.0,1.0,0,1,1,Clean,train
RuleEnforcementGetCommand,0,0.0,11,2.0,1.0,0,1,0,Clean,test
RuleEnforcementListCommand,0,1.0,73,19.333333333333332,2.6666666666666665,0,1,2,Clean,train
ParamikoRemoteScriptAction,0,0.0,38,36.0,8.0,0,0,0,Clean,train
ParseCSVAction,0,0.0,9,8.0,2.0,0,0,0,Clean,train
MSSQLAction,0,1.0,18,7.0,4.0,0,0,0,Clean,test
EnableHookAction,0,0.0,13,12.0,1.0,0,0,0,Clean,train
FindListByNameAction,0,0.0,14,13.0,6.0,0,0,0,Clean,test
Family,0,0.9272727272727272,247,18.272727272727273,1.2727272727272727,0,1,0,God Class,train
Poisson,0,1.0,162,20.166666666666668,1.0,1,3,3,Clean,train
Gaussian,0,0.9,166,25.8,1.4,1,0,1,Clean,train
Gamma,0,1.0,164,20.166666666666668,1.0,1,3,3,Clean,train
Binomial,0,0.2857142857142857,287,34.285714285714285,2.142857142857143,1,0,4,Clean,train
InverseGaussian,0,1.0,153,22.0,1.0,1,0,0,Clean,train
NegativeBinomial,0,0.3333333333333333,221,28.666666666666668,1.1666666666666667,1,3,3,Clean,train
Tweedie,0,0.6,267,35.833333333333336,3.0,1,4,0,Long Method,train
AccountVerificationAdmin,0,0.0,2,0.0,0.0,0,0,0,Clean,train
Chart,0,0.0,13,8.0,3.0,0,0,0,Clean,test
LinePlot,0,0.0,6,5.0,1.0,1,0,0,Clean,test
NVD3,0,0.0,7,1.0,1.0,0,0,0,Clean,train
TTP,1,0.9507692307692308,292,8.722222222222221,1.8888888888888888,0,0,1,God Class,train
_IntendedEffects,0,0.0,5,2.0,1.0,0,1,0,Clean,train
Cpplint,0,0.0,32,16.0,4.0,0,0,0,Clean,train
Rubocop,0,0.0,58,35.0,4.0,0,0,0,Clean,train
Command,0,0.0,12,8.0,2.0,0,0,0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,Clean,train
TupleArg,0,0.0,5,4.0,1.0,0,1,0,Clean,train
TupleParametersBase,0,0.0,16,10.0,6.0,0,0,2,Clean,train
hyper,0,0.7692307692307693,246,7.0,2.5,1,2,1,God Class,train
meijerg,1,0.6617647058823529,382,12.411764705882353,2.823529411764706,1,2,2,Long Method,train
HyperRep,0,0.9523809523809523,68,5.0,1.7142857142857142,0,2,44,Clean,train
HyperRep_power1,0,1.0,21,2.0,1.5,1,2,22,Clean,test
HyperRep_power2,0,1.0,25,3.0,1.5,1,3,0,Clean,train
HyperRep_log1,0,1.0,16,1.0,1.0,1,3,0,Clean,test
HyperRep_atanh,0,1.0,19,2.5,1.5,1,3,0,Clean,train
HyperRep_asin1,0,1.0,16,1.0,1.0,1,3,0,Clean,train
HyperRep_asin2,0,1.0,21,2.0,1.0,1,2,44,Clean,train
HyperRep_sqrts1,0,1.0,26,3.25,1.5,1,3,0,Clean,train
HyperRep_sqrts2,0,1.0,28,3.5,1.5,1,3,0,Clean,test
HyperRep_log2,0,1.0,22,2.5,1.5,1,3,0,Clean,test
HyperRep_cosasin,0,1.0,19,1.0,1.0,1,3,0,Clean,train
HyperRep_sinasin,0,1.0,18,1.0,1.0,1,3,0,Clean,train
SolveFailed,0,0.0,1,0.0,0.0,0,0,0,Clean,train
PipeError,0,0.0,1,0.0,0.0,0,2,0,Clean,train
ShutdownException,0,0.0,1,0.0,0.0,0,3,0,Clean,train
BaseChannel,1,0.6545454545454545,69,4.363636363636363,2.0,0,2,3,Clean,train
PipelinedReqChannel,2,0.2,41,6.2,2.0,1,2,4,Clean,test
MuxReqChannel,2,0.3333333333333333,37,4.333333333333333,1.6666666666666667,1,2,4,Clean,train
FancyPageMixin,0,0.6666666666666666,34,7.0,2.3333333333333335,0,2,1,Clean,train
FancyHomeMixin,0,0.0,12,9.0,2.0,1,1,1,Clean,test
TemplateNamesModelMixin,0,0.0,126,49.0,9.0,0,0,0,Feature Envy,test
JSONResponseMixin,0,1.0,37,5.2,1.6,0,0,1,Clean,train
Migration,0,1.0,244,19.0,1.0,0,0,0,Clean,train
Migration,0,1.0,225,8.0,2.0,0,0,0,Clean,train
S3Url,0,0.0,11,7.0,3.0,0,0,0,Clean,train
S3Sync,0,0.5,77,16.5,3.75,0,0,0,Clean,train
PMJSONEncoder,0,0.0,4,3.0,2.0,0,0,0,Clean,train
PMMail,7,0.6666666666666666,428,41.0,9.0,0,2,9,Long Method,train
PMBatchMail,6,0.0,151,24.0,5.8,0,2,9,Feature Envy,train
PMBounceManager,2,0.0,237,25.875,3.0,0,2,4,Clean,train
PMMailMissingValueException,0,0.0,4,1.0,1.0,0,2,0,Clean,train
PMMailSendException,0,0.0,8,1.5,1.0,0,3,0,Clean,train
PMMailUnauthorizedException,0,0.0,4,0.0,0.0,1,2,0,Clean,train
PMMailUnprocessableEntityException,0,0.0,6,0.0,0.0,1,2,0,Clean,test
PMMailServerErrorException,0,0.0,5,0.0,0.0,1,2,0,Clean,train
PMMailURLException,0,0.0,6,0.0,0.0,1,2,0,Clean,train
PMMailInactiveRecipientException,0,0.0,6,0.0,0.0,1,2,0,Clean,train
Timeline,0,0.0,68,4.8,1.8,0,0,0,Clean,train
NullDatabaseConnectionError,0,0.0,7,0.0,0.0,0,0,0,Clean,train
TableNotFoundError,0,0.0,5,0.0,0.0,0,0,0,Clean,train
AttributeNotFoundError,0,0.0,5,0.0,0.0,0,0,0,Clean,test
Filter,0,0.0,11,4.0,1.0,0,0,0,Clean,train
Filter,0,0.0,5,2.0,1.0,0,0,0,Clean,train
Filter,0,0.0,14,11.0,2.0,0,0,0,Clean,test
RedactorField,0,0.6666666666666666,13,2.6666666666666665,1.0,0,0,0,Clean,train
Axis,0,0.0,14,4.0,1.0,0,1,0,Clean,train
GenericStrategy,0,0.6666666666666666,150,47.666666666666664,14.0,0,2,0,Feature Envy,train
SimplePathStrategy,0,0.6666666666666666,204,65.33333333333333,19.333333333333332,0,2,0,Long Method,train
SingleStepStrategy,0,0.6666666666666666,67,20.0,9.333333333333334,0,2,0,Long Method,test
Path,1,0.6666666666666666,129,28.25,5.5,0,1,8,Clean,train
PathSyntaxError,0,0.0,9,6.0,2.0,0,1,37,Clean,train
PathParser,11,0.3464052287581699,258,11.555555555555555,4.0,0,2,12,Clean,test
Function,0,0.0,1,0.0,0.0,0,0,0,Clean,train
BooleanFunction,0,0.6666666666666666,12,1.3333333333333333,1.0,1,1,0,Clean,train
CeilingFunction,0,0.6666666666666666,11,1.3333333333333333,1.0,1,1,0,Clean,test
ConcatFunction,0,0.0,14,2.3333333333333335,1.3333333333333333,1,1,0,Clean,train
ContainsFunction,0,0.6666666666666666,13,2.0,1.0,1,1,0,Clean,train
MatchesFunction,0,0.6666666666666666,19,2.25,1.0,1,1,0,Clean,train
FalseFunction,0,1.0,6,1.0,1.0,1,0,0,Clean,train
FloorFunction,0,0.6666666666666666,11,1.3333333333333333,1.0,1,1,0,Clean,train
LocalNameFunction,0,1.0,9,1.5,1.5,1,0,0,Clean,test
NameFunction,0,1.0,9,1.5,1.5,1,0,0,Clean,train
NamespaceUriFunction,0,1.0,9,1.5,1.5,1,0,0,Clean,train
NotFunction,0,0.6666666666666666,10,1.0,1.0,1,1,0,Clean,train
NormalizeSpaceFunction,0,0.6666666666666666,13,1.3333333333333333,1.0,1,1,0,Clean,train
